stadium_id,name,aliases,city,state,country,lat,lon,elevation_m,timezone,orientation_deg,orientation_bucket,orientation_src,roof_type,surface,capacity,year_built,avg_wind_static,wind_vol_static,wind_impact_static,weakest_wind_effect,avg_wind_sep,avg_wind_oct,avg_wind_nov,avg_wind_dec,avg_wind_jan,avg_temp_f,wikidata_qid,osm_way_id,cfbd_venue_id,espn_venue_id,nflverse_stadium_id,needs_review,elev_src,latlon_src,review_note
wilkins-stadium,Wilkins Stadium,,Magnolia,AR,US,33.2670725,-93.2393341,106,America/Chicago,,,,open,,6000,,,Low,,,,,,,,65.28,,,5891,,,0,,,
jess-dow-field,Jess Dow Field,,New Haven,CT,US,41.3082138,-72.9250518,14,America/New_York,,,,open,,6000,,,High,,,,,,,,53.54,,,6071,,,0,,,
southern-nazarene-university-football-stadium,Southern Nazarene University Football Stadium,,Bethany,OK,US,35.5186728,-97.6322648,401,America/Chicago,,,,open,,2500,,,Mid,,,,,,,,62.1,,,3934,,,0,,,
schwan-regional-event-center,Schwan Regional Event Center,,Marshall,MN,US,48.3605336,-96.381968,328,America/Chicago,,,,open,,2500,,,Mid,,,,,,,,41.51,,,6072,,,0,,,
milam-stadium,Milam Stadium,,Weatherford,OK,US,35.5261633,-98.7075744,508,America/Chicago,,,,open,,8600,,,Mid,,,,,,,,61.57,,,6073,,,0,,,
grappone-stadium,Grappone Stadium,,Manchester,NH,US,42.9956397,-71.4547891,80,America/New_York,,,,open,,4500,,,High,,,,,,,,50.27,,,6074,,,0,,,
jackson-field,Jackson Field,,Alpine,TX,US,30.3573802,-103.6609367,1368,America/Chicago,,,,open,,4000,,,Low,,,,,,,,64.94,,,6123,,,0,,,
javelina-stadium,Javelina Stadium,,Kingsville,TX,US,27.5158689,-97.856109,19,America/Chicago,,,,open,,15000,,,Low,,,,,,,,73.34,,,6076,,,0,,,
frost-kalnow-stadium,Frost-Kalnow Stadium,,Tiffin,OH,US,41.114485,-83.1779537,227,America/New_York,,,,open,,4500,,,High,,,,,,,,52.79,,,3731,,,0,,,
stokes-stadium,Stokes Stadium,,Kirksville,MO,US,40.1948848,-92.5833939,302,America/Chicago,,,,open,,4000,,,Mid,,,,,,,,53.6,,,6077,,,0,,,
pioneer-field-tn,Pioneer Field (TN),,Greeneville,TN,US,36.1631575,-82.8309861,467,America/New_York,,,,open,,3500,,,High,,,,,,,,57.4,,,6078,,,0,,,
abbott-memorial-alumni-stadium,Abbott Memorial Alumni Stadium,,Tuskegee,AL,US,32.4240286,-85.6916195,122.8,America/Chicago,,,,open,,10000,1925,,Low,,,,,,,,65.22,,,4747,,,0,,,
grace-p-johnson-stadium,Grace P. Johnson Stadium,,Pembroke,NC,US,34.6801627,-79.1950373,53,America/New_York,,,,open,,4000,,,High,,,,,,,,63.79,,,6060,,,0,,,
carl-smith-stadium,Carl Smith Stadium,,Wise,VA,US,36.9759345,-82.5757108,754,America/New_York,,,,open,,3900,,,High,,,,,,,,53.45,,,6033,,,0,,,
mdu-resources-community-bowl,MDU Resources Community Bowl,,Bismarck,ND,US,46.808327,-100.783739,518,America/Chicago,,,,open,,6000,,,Mid,,,,,,,,44.23,,,3638,,,0,,,
ratliff-stadium,Ratliff Stadium,,Odessa,TX,US,31.8457149,-102.367687,886,America/Chicago,,,,open,,17931,,,Low,,,,,,,,66.32,,,5917,,,0,,,
harms-eischeid-stadium,Harms-Eischeid Stadium,,Fayette,IA,US,42.8420766,-91.850265,332,America/Chicago,,,,open,,3500,,,Mid,,,,,,,,48.63,,,6030,,,0,,,
bazemore-hyder-stadium,Bazemore-Hyder Stadium,,Valdosta,GA,US,30.8327022,-83.2784851,67,America/New_York,,,,open,,10100,,,Low,,,,,,,,67.97,,,4851,,,0,,,
rogers-stadium-va,Rogers Stadium (VA),,Petersburg,VA,US,37.227928,-77.4019268,23,America/New_York,,,,open,,7909,,,High,,,,,,,,60.44,,,3904,,,0,,,
hovey-field,Hovey Field,,Richmond,VA,US,37.5385087,-77.43428,54,America/New_York,,,,open,,10000,,,High,,,,,,,,59.83,,,6032,,,0,,,
cebe-ross-field,Cebe Ross Field,,Buckhannon,WV,US,38.9939426,-80.2322698,433,America/New_York,,,,open,,3000,,,High,,,,,,,,54.1,,,5784,,,0,,,
tom-benson-hall-of-fame-stadium,Tom Benson Hall of Fame Stadium,,Canton,OH,US,40.7985464,-81.3749508,325,America/New_York,,,,open,,23000,,,High,,,,,,,,52.29,,,3718,,,0,,,
yager-stadium-at-moore-bowl,Yager Stadium at Moore Bowl,,Topeka,KS,US,39.049011,-95.677556,288,America/Chicago,,,,open,,7200,,,Mid,,,,,,,,57.04,,,6034,,,0,,,
tom-adams-field,Tom Adams Field,,Detroit,MI,US,42.3315509,-83.0466403,183,America/Detroit,,,,open,,6439,,,High,,,,,,,,51.31,,,3600,,,0,,,
memorial-stadium-wayne-ne,"Memorial Stadium (Wayne, NE)",,Wayne,NE,US,42.1941294,-97.169623,510,America/Chicago,,,,open,,2500,,,Mid,,,,,,,,50.81,,,6035,,,0,,,
tiger-stadium-al,Tiger Stadium (AL),,Livingston,AL,US,32.5843026,-88.1872474,50,America/Chicago,,,,open,,7000,,,Low,,,,,,,,66.17,,,3957,,,0,,,
john-a-farrell-stadium,John A. Farrell Stadium,,West Chester,PA,US,39.9597213,-75.6059638,144,America/New_York,,,,open,,7500,,,High,,,,,,,,54.9,,,4427,,,0,,,
west-family-stadium,West Family Stadium,,Wheeling,WV,US,40.0639616,-80.7209149,203,America/New_York,,,,open,,4000,,,High,,,,,,,,54.42,,,5886,,,0,,,
buffalo-stadium,Buffalo Stadium,,Canyon,TX,US,34.9799429,-101.919197,1081,America/Chicago,,,,open,,12000,,,Low,,,,,,,,60.69,,,5884,,,0,,,
dickerson-stadium,Dickerson Stadium,,Institute,WV,US,38.3836097,-81.7654665,196,America/New_York,,,,open,,5000,,,High,,,,,,,,56.8,,,5785,,,0,,,
ben-altamirano-field,Ben Altamirano Field,,Silver City,NM,US,32.7751371,-108.2754371,1801,America/Denver,,,,open,,3000,,,Low,,,,,,,,58.46,,,3633,,,0,,,
mcarthur-field,McArthur Field,,Monmouth,OR,US,44.8486414,-123.2290777,61,America/Los_Angeles,,,,open,,3000,,,High,,,,,,,,53.14,,,5783,,,0,,,
mountaineer-bowl,Mountaineer Bowl,,Gunnison,CO,US,38.6476702,-107.0603126,3074,America/Denver,,,,open,,4000,,,High,,,,,,,,34.74,,,5782,,,0,,,
bishop-schmitt-field,Bishop Schmitt Field,,Wheeling,WV,US,40.0639616,-80.7209149,203,America/New_York,,,,open,,2200,,,High,,,,,,,,54.42,,,6212,,,0,,,
greene-stadium,Greene Stadium,,Liberty,MO,US,39.246479,-94.419079,274,America/Chicago,,,,open,,5000,,,Mid,,,,,,,,55.85,,,4753,,,0,,,
irwin-belk-stadium,Irwin Belk Stadium,,Wingate,NC,US,34.9843176,-80.4492319,174,America/New_York,,,,open,,3500,,,High,,,,,,,,62.3,,,5781,,,0,,,
altra-federal-credit-union-stadium,Altra Federal Credit Union Stadium,,Winona,MN,US,43.9582272,-91.7807784,374,America/Chicago,,,,open,,5000,,,Mid,,,,,,,,47.04,,,5780,,,0,,,
bowman-gray-stadium,Bowman Gray Stadium,,Winston-Salem,NC,US,36.083372,-80.222037,242.5,America/New_York,,,,open,grass,17000,1937,,High,,,,,,,,59.98,,,3649,,,0,,,
docking-stadium,Docking Stadium,,Adrian,MI,US,41.8975152,-84.0373054,238,America/Detroit,,,,open,,3000,,,High,,,,,,,,51.53,,,5787,,,0,,,
sprankle-sprandel-stadium,Sprankle-Sprandel Stadium,,Albion,MI,US,42.243097,-84.7530304,293,America/Detroit,,,,open,,4000,,,High,,,,,,,,50.31,,,5786,,,0,,,
gene-l-shirk-stadium,Gene L. Shirk Stadium,,Reading,PA,US,40.335345,-75.9279495,84,America/New_York,,,,open,,5000,,,High,,,,,,,,55.09,,,5127,,,0,,,
merrill-field-at-yunevich-stadium,Merrill Field at Yunevich Stadium,,Alfred,NY,US,42.2542334,-77.7906062,538,America/New_York,,,,open,,1435,,,High,,,,,,,,47.68,,,5788,,,0,,,
pioneer-stadium,Pioneer Stadium,,Alfred,NY,US,42.2542334,-77.7906062,538,America/New_York,,,,open,,1500,,,High,,,,,,,,47.68,,,3877,,,0,,,
frank-b-fuhrer-field,Frank B. Fuhrer Field,,Meadville,PA,US,41.641445,-80.151449,338,America/New_York,,,,open,,3500,,,High,,,,,,,,50.39,,,5789,,,0,,,
bahlke-field,Bahlke Field,,Alma,MI,US,43.37892,-84.659727,226,America/Detroit,,,,open,,4000,,,High,,,,,,,,49.49,,,5790,,,0,,,
turf-field,Turf Field,,Reading,PA,US,40.335345,-75.9279495,84,America/New_York,,,,open,,4000,,,High,,,,,,,,55.09,,,5791,,,0,,,
pratt-field-at-lehrman-stadium,Pratt Field at Lehrman Stadium,,Amherst,MA,US,42.3685658,-72.505714,81,America/New_York,,,,open,,2500,,,High,,,,,,,,51.34,,,5792,,,0,,,
macholtz-stadium,Macholtz Stadium,,Anderson,IN,US,40.1053196,-85.6802541,270,America/Indiana/Indianapolis,,,,open,,4300,,,Mid,,,,,,,,53.48,,,5793,,,0,,,
caparso-field,Caparso Field,,Paxton,MA,US,42.3122967,-71.934172,330,America/New_York,,,,open,,1000,,,High,,,,,,,,48.86,,,5794,,,0,,,
apprentice-field,Apprentice Field,,Newport News,VA,US,36.9775016,-76.42977,12,America/New_York,,,,open,,800,,,High,,,,,,,,61.55,,,3618,,,0,,,
edor-nelson-field,Edor Nelson Field,,Minneapolis,MN,US,44.9772995,-93.2654692,267,America/Chicago,,,,open,,1400,,,Mid,,,,,,,,46.53,,,5795,,,0,,,
charles-d-lindberg-stadium,Charles D. Lindberg Stadium,,Rock Island,IL,US,41.4411786,-90.5766144,177,America/Chicago,,,,open,,1800,,,Mid,,,,,,,,52.54,,,5796,,,0,,,
vago-field,Vago Field,,Aurora,IL,US,41.7571701,-88.3147539,188,America/Chicago,,,,open,,600,,,Mid,,,,,,,,51.64,,,5797,,,0,,,
jerry-e-apple-stadium,Jerry E. Apple Stadium,,Sherman,TX,US,36.2452294,-101.8858689,1073,America/Chicago,,,,open,,2500,,,Mid,,,,,,,,59.19,,,5798,,,0,,,
daly-field-at-frank-r-campbell-stadium,Daly Field at Frank R. Campbell Stadium,,Danville,VA,US,36.5859718,-79.3950228,153,America/New_York,,,,open,,1200,,,High,,,,,,,,59.93,,,5799,,,0,,,
george-finnie-stadium,George Finnie Stadium,,Berea,OH,US,41.3661614,-81.8543026,237,America/New_York,,,,open,,7800,,,High,,,,,,,,52.62,,,5801,,,0,,,
garcelon-field,Garcelon Field,,Lewiston,ME,US,44.100351,-70.2147764,70,America/New_York,,,,open,,3500,,,High,,,,,,,,48.14,,,3733,,,0,,,
belhaven-bowl-stadium,Belhaven Bowl Stadium,,Jackson,MS,US,32.2990021,-90.1847691,93,America/Chicago,,,,open,,1200,,,Low,,,,,,,,65.51,,,5802,,,0,,,
strong-stadium,Strong Stadium,,Beloit,WI,US,42.5083272,-89.031784,228,America/Chicago,,,,open,,3000,,,Mid,,,,,,,,50.26,,,3945,,,0,,,
village-of-lisle-benedictine-university-sports-complex,Village of Lisle-Benedictine University Sports Complex,,Lisle,IL,US,41.801159,-88.0747687,207,America/Chicago,,,,open,,3071,,,Mid,,,,,,,,51.42,,,6284,,,0,,,
valhalla-stadium,Valhalla Stadium,,Mount Berry,GA,US,34.275093,-85.1832843,191,America/New_York,,,,open,,2500,,,Low,,,,,,,,62.19,,,4422,,,0,,,
bison-stadium,Bison Stadium,,Bethany,WV,US,40.205627,-80.5567384,267,America/New_York,,,,open,,1000,,,High,,,,,,,,53.85,,,5803,,,0,,,
royal-stadium,Royal Stadium,,Arden Hills,MN,US,45.0761409,-93.1666945,288,America/Chicago,,,,open,,8000,,,Mid,,,,,,,,46.45,,,5804,,,0,,,
general-charles-c-krulak-stadium,General Charles C. Krulak Stadium,,Birmingham,AL,US,33.5206824,-86.8024326,187,America/Chicago,,,,open,,1600,,,Low,,,,,,,,63.72,,,3871,,,0,,,
alumni-field-oh,Alumni Field (OH),,Bluffton,OH,US,40.8934459,-83.8917849,256,America/New_York,,,,open,,2600,,,High,,,,,,,,53.01,,,5805,,,0,,,
whittier-field,Whittier Field,,Brunswick,ME,US,43.9145244,-69.9653278,23,America/New_York,,,,open,,9000,,,High,,,,,,,,48.5,,,5806,,,0,,,
brevard-memorial-stadium,Brevard Memorial Stadium,,Brevard,NC,US,35.2334472,-82.7342919,679,America/New_York,,,,open,,7000,,,High,,,,,,,,56.73,,,5807,,,0,,,
jopson-athletic-complex,Jopson Athletic Complex,,Bridgewater,VA,US,38.3820655,-78.9766975,362,America/New_York,,,,open,,3500,,,High,,,,,,,,55.16,,,5800,,,0,,,
edward-c-swenson-athletic-complex,Edward C. Swenson Athletic Complex,,Bridgewater,MA,US,41.9903787,-70.9750426,30,America/New_York,,,,open,,1560,,,High,,,,,,,,52.44,,,5808,,,0,,,
bob-boozer-field,Bob Boozer Field,,Brockport,NY,US,43.213671,-77.93918,161,America/New_York,,,,open,,10000,,,High,,,,,,,,50.06,,,6126,,,0,,,
j-leslie-rollins-stadium,J. Leslie Rollins Stadium,,Storm Lake,IA,US,42.6452817,-95.1992726,439,America/Chicago,,,,open,,3000,,,Mid,,,,,,,,49.74,,,5809,,,0,,,
coyer-field,Coyer Field,,Buffalo,NY,US,42.8867166,-78.8783922,182,America/New_York,,,,open,,3000,,,High,,,,,,,,50.13,,,5810,,,0,,,
william-rolland-stadium,William Rolland Stadium,,Thousand Oaks,CA,US,34.1705609,-118.8375937,272,America/Los_Angeles,,,,open,,2000,,,Low,,,,,,,,64.32,,,5811,,,0,,,
bernlohr-stadium,Bernlohr Stadium,,Bexley,OH,US,39.9692378,-82.936864,244,America/New_York,,,,open,,3000,,,High,,,,,,,,53.74,,,5812,,,0,,,
laird-stadium,Laird Stadium,,Northfield,MN,US,44.4582041,-93.161159,276,America/Chicago,,,,open,,7500,,,Mid,,,,,,,,47.5,,,7079,,,0,,,
gesling-stadium,Gesling Stadium,,Pittsburgh,PA,US,40.4416941,-79.9900861,257,America/New_York,,,,open,,3500,,,High,,,,,,,,53.68,,,5814,,,0,,,
schneider-stadium,Schneider Stadium,,Waukesha,WI,US,43.0053145,-88.2473643,253,America/Chicago,,,,open,,2000,,,Mid,,,,,,,,49.34,,,5815,,,0,,,
art-keller-field,Art Keller Field,,Kenosha,WI,US,42.5846773,-87.8212263,187,America/Chicago,,,,open,,2448,,,Mid,,,,,,,,50.21,,,5816,,,0,,,
case-field,Case Field,,Cleveland,OH,US,41.513447,-81.603634,-81.6,America/New_York,,,,open,turf,2400,2005,,High,,,,,,,,52.48,,,3671,,,0,,,
dave-wolk-stadium,Dave Wolk Stadium,,Castleton,VT,US,43.6111275,-73.1807089,136,America/New_York,,,,open,,5000,,,High,,,,,,,,48.29,,,5638,,,0,,,
cardinal-stadium-dc,Cardinal Stadium (DC),,Washington,DC,US,38.8950368,-77.0365427,12,America/New_York,,,,open,,3500,,,High,,,,,,,,57.99,,,6202,,,0,,,
ron-and-joyce-schipper-stadium,Ron and Joyce Schipper Stadium,,Pella,IA,US,41.4073138,-92.9174074,273,America/Chicago,,,,open,,1000,,,Mid,,,,,,,,51.92,,,5817,,,0,,,
farris-stadium,Farris Stadium,,Danville,KY,US,37.6456488,-84.7721823,306,America/New_York,,,,open,,3000,,,High,,,,,,,,56.86,,,5818,,,0,,,
ernie-chapman-stadium,Ernie Chapman Stadium,,Orange,CA,US,33.7500378,-117.8704931,47,America/Los_Angeles,,,,open,,2000,,,Low,,,,,,,,63.46,,,5819,,,0,,,
amos-alonzo-stagg-field,Amos Alonzo Stagg Field,,Chicago,IL,US,41.8755616,-87.6244212,199,America/Chicago,,,,open,,3500,,,Mid,,,,,,,,51.11,,,5820,,,0,,,
townebank-stadium,TowneBank Stadium,,Newport News,VA,US,36.9775016,-76.42977,12,America/New_York,,,,open,,4200,,,High,,,,,,,,61.55,,,3879,,,0,,,
fritz-b-burns-stadium,Fritz B. Burns Stadium,,Claremont,CA,US,34.0966764,-117.7197785,361,America/Los_Angeles,,,,open,,3000,,,Low,,,,,,,,62.76,,,5821,,,0,,,
cadet-memorial-field,Cadet Memorial Field,,New London,CT,US,41.3556187,-72.0997804,20,America/New_York,,,,open,,4500,,,High,,,,,,,,53.17,,,5822,,,0,,,
clark-field,Clark Field,,Cedar Rapids,IA,US,41.9758872,-91.6704053,214,America/Chicago,,,,open,,2200,,,Mid,,,,,,,,51.04,,,5823,,,0,,,
seaverns-field-at-harold-alfond-stadium,Seaverns Field At Harold Alfond Stadium,,Waterville,ME,US,44.5520105,-69.6317121,37,America/New_York,,,,open,,2000,,,High,,,,,,,,47.98,,,5689,,,0,,,
lions-stadium,Lions Stadium,,Ewing,NJ,US,40.2688105,-74.8006895,50,America/New_York,,,,open,,6000,,,High,,,,,,,,55.58,,,5824,,,0,,,
concordia-stadium,Concordia Stadium,,River Forest,IL,US,41.8978091,-87.8139483,197,America/Chicago,,,,open,,1500,,,Mid,,,,,,,,51.35,,,5826,,,0,,,
jake-christiansen-stadium,Jake Christiansen Stadium,,Moorhead,MN,US,46.8739081,-96.7538674,275,America/Chicago,,,,open,,7000,,,Mid,,,,,,,,44.61,,,5825,,,0,,,
tomasini-stadium,Tomasini Stadium,,Mequon,WI,US,43.2219088,-87.9822969,206,America/Chicago,,,,open,,800,,,Mid,,,,,,,,49.07,,,5827,,,0,,,
van-metre-field-at-ash-park,Van Metre Field at Ash Park,,Mount Vernon,IA,US,41.9222443,-91.4171209,272,America/Chicago,,,,open,,1100,,,Mid,,,,,,,,50.46,,,5828,,,0,,,
walter-m-katz-field,Walter M. Katz Field,,Milton,MA,US,42.2501425,-71.065573,35,America/New_York,,,,open,,1600,,,High,,,,,,,,52.2,,,5830,,,0,,,
blackstock-stadium,Blackstock Stadium,,Greencastle,IN,US,39.6444898,-86.8647316,257,America/Indiana/Indianapolis,,,,open,,3000,,,Mid,,,,,,,,54.02,,,3640,,,0,,,
dale-lippert-field,Dale Lippert Field,,Franklin,MA,US,34.440962,-87.8339064,273,America/Chicago,,,,open,,1500,,,Low,,,,,,,,61.89,,,5831,,,0,,,
justin-f-coressel-stadium,Justin F. Coressel Stadium,,Defiance,OH,US,41.2844933,-84.3557802,206,America/New_York,,,,open,,4000,,,High,,,,,,,,52.57,,,5832,,,0,,,
robert-a-lipinski-field-at-james-work-memorial-stadium,Robert A. Lipinski Field at James Work Memorial Stadium,,New Britain,PA,US,40.30815835,-75.21643709,89,America/New_York,,,,open,,2000,,,High,,,,,,,,54.88,,,5833,,,0,,,
deeds-field-piper-stadium,Deeds Field-Piper Stadium,,Granville,OH,US,40.0681192,-82.5196037,296,America/New_York,,,,open,,3000,,,High,,,,,,,,53.58,,,5834,,,0,,,
biddle-field,Biddle Field,,Carlisle,PA,US,40.201499,-77.1890783,146,America/New_York,,,,open,,2577,,,High,,,,,,,,54.85,,,5835,,,0,,,
chalmers-field,Chalmers Field,,Dubuque,IA,US,42.5006243,-90.6647985,194,America/Chicago,,,,open,,4000,,,Mid,,,,,,,,50.8,,,5836,,,0,,,
ornelas-stadium,Ornelas Stadium,,Marshall,TX,US,32.5447756,-94.3661004,126,America/Chicago,,,,open,,2046,,,Low,,,,,,,,66.73,,,5838,,,0,,,
langhorst-field,Langhorst Field,,Elmhurst,IL,US,41.8994745,-87.9403418,210,America/Chicago,,,,open,,2500,,,Mid,,,,,,,,51.06,,,5839,,,0,,,
hempstead-stadium,Hempstead Stadium,,Beverly,MA,US,42.5584284,-70.8800491,15,America/New_York,,,,open,,3000,,,High,,,,,,,,51.63,,,3709,,,0,,,
pete-fiorito-stadium-at-mckinzie-field,Pete FioRito Stadium at McKinzie Field,,Eureka,IL,US,40.7213015,-89.2726708,235,America/Chicago,,,,open,,2500,,,Mid,,,,,,,,52.8,,,5841,,,0,,,
robert-t-shields-field,Robert T. Shields Field,,Madison,NJ,US,40.7598227,-74.417097,82,America/New_York,,,,open,,1000,,,High,,,,,,,,54.3,,,5842,,,0,,,
wb-adams-stadium,W.B. Adams Stadium,,Ferrum,VA,US,36.937857,-80.01424992,429,America/New_York,,,,open,,5500,,,High,,,,,,,,57.16,,,5843,,,0,,,
elliot-field-athletic-complex,Elliot Field Athletic Complex,,Fitchburg,MA,US,42.5903661,-71.8119837,220,America/New_York,,,,open,,1200,,,High,,,,,,,,49.93,,,5845,,,0,,,
bowditch-field,Bowditch Field,,Framingham,MA,US,42.3095704,-71.4413097,59,America/New_York,,,,open,,5300,,,High,,,,,,,,51.95,,,3819,,,0,,,
stewart-red-faught-stadium,"Stewart """"Red"""" Faught Stadium",,Franklin,IN,US,33.704156,-117.75109,222.7,America/Los_Angeles,,,,open,,4000,1999,,Low,,,,,,,,62.76,,,3716,,,0,,,
shadek-stadium,Shadek Stadium,,Lancaster,PA,US,40.03813,-76.3056686,117,America/New_York,,,,open,,2500,,,High,,,,,,,,55.2,,,7077,,,0,,,
hotchkiss-field,Hotchkiss Field,,Washington,DC,US,38.8950368,-77.0365427,12,America/New_York,,,,open,,1500,,,High,,,,,,,,57.99,,,5848,,,0,,,
reeves-field-pa,Reeves Field (PA),,Beaver Falls,PA,US,40.7520097,-80.3192295,246,America/New_York,,,,open,,6000,,,High,,,,,,,,53.01,,,5849,,,0,,,
stoffer-family-stadium,Stoffer Family Stadium,,Newberg,OR,US,45.300347,-122.972751,57,America/Los_Angeles,,,,open,,3300,,,High,,,,,,,,53.82,,,5850,,,0,,,
shirk-field-at-musselman-stadium,Shirk Field at Musselman Stadium,,Gettysburg,PA,US,39.8308973,-77.231012,163,America/New_York,,,,open,,6000,,,High,,,,,,,,55,,,5851,,,0,,,
jamieson-stadium,Jamieson Stadium,,Greensboro,NC,US,36.0726355,-79.7919754,257,America/New_York,,,,open,,10000,,,High,,,,,,,,59.85,,,5852,,,0,,,
francis-field-il,Francis Field (IL),,Greenville,IL,US,38.8922687,-89.4131356,193,America/Chicago,,,,open,,2000,,,Mid,,,,,,,,56.28,,,5853,,,0,,,
rosenbloom-field,Rosenbloom Field,,Grinnell,IA,US,41.7430237,-92.7239637,315,America/Chicago,,,,open,,1500,,,Mid,,,,,,,,50.82,,,5861,,,0,,,
robert-e-thorn-field,Robert E. Thorn Field,,Grove City,PA,US,41.1579008,-80.0886631,389,America/New_York,,,,open,,3500,,,High,,,,,,,,50.57,,,5864,,,0,,,
armfield-athletic-center,Armfield Athletic Center,,Greensboro,NC,US,36.0726355,-79.7919754,257,America/New_York,,,,open,,2200,,,High,,,,,,,,59.85,,,5892,,,0,,,
hollingsworth-field,Hollingsworth Field,,Saint Peter,MN,US,44.3238384,-93.9585295,234,America/Chicago,,,,open,,3000,,,Mid,,,,,,,,48.24,,,5893,,,0,,,
steuben-field,Steuben Field,,Clinton,NY,US,44.7278943,-73.6686982,368,America/New_York,,,,open,,2000,,,High,,,,,,,,44.48,,,5894,,,0,,,
klas-field,Klas Field,,Saint Paul,MN,US,44.9497487,-93.0931028,237,America/Chicago,,,,open,,2000,,,Mid,,,,,,,,47.28,,,5895,,,0,,,
lewis-c-everett-stadium,Lewis C. Everett Stadium,,Farmville,VA,US,37.3024713,-78.3923813,100,America/New_York,,,,open,,1850,,,High,,,,,,,,59.97,,,5896,,,0,,,
alumni-stadium-in,Alumni Stadium (IN),,Hanover,IN,US,38.7142263,-85.4735707,241,America/Indiana/Indianapolis,,,,open,,4000,,,Mid,,,,,,,,56.07,,,3614,,,0,,,
shelton-stadium,Shelton Stadium,,Abilene,TX,US,32.44645,-99.7475905,531,America/Chicago,,,,open,,4000,,,Low,,,,,,,,67.46,,,5114,,,0,,,
wright-stadium,Wright Stadium,,Oneonta,NY,US,42.453492,-75.0629531,344,America/New_York,,,,open,,1200,,,High,,,,,,,,48.62,,,5636,,,0,,,
hoernemann-stadium,Hoernemann Stadium,,Tiffin,OH,US,41.114485,-83.1779537,227,America/New_York,,,,open,,1300,,,High,,,,,,,,52.79,,,5854,,,0,,,
young-wise-memorial-stadium,Young-Wise Memorial Stadium,,Conway,AR,US,35.2521996,-92.6888936,125,America/Chicago,,,,open,,1500,,,Mid,,,,,,,,62.04,,,4423,,,0,,,
charles-a-henry-field,Charles A. Henry Field,,Hiram,OH,US,41.312555,-81.14371,388,America/New_York,,,,open,,2500,,,High,,,,,,,,50.44,,,5855,,,0,,,
boswell-field-at-david-j-urick-stadium,Boswell Field at David J. Urick Stadium,,Geneva,NY,US,42.8690271,-76.9786122,138,America/New_York,,,,open,,3000,,,High,,,,,,,,50.99,,,5856,,,0,,,
ray-and-sue-smith-stadium,Ray and Sue Smith Stadium,,Holland,MI,US,42.7876022,-86.1090828,188,America/Detroit,,,,open,,5300,,,Mid,,,,,,,,50.19,,,3755,,,0,,,
gordon-wood-stadium,Gordon Wood Stadium,,Brownwood,TX,US,31.7070026,-98.9831022,417,America/Chicago,,,,open,,7500,,,Low,,,,,,,,68.12,,,5857,,,0,,,
charles-lee-field-at-samford-stadium,Charles Lee Field at Samford Stadium,,Montgomery,AL,US,32.3669656,-86.3006485,78,America/Chicago,,,,open,,2500,,,Low,,,,,,,,66.39,,,3915,,,0,,,
dr-john-w-winkin-sports-complex,Dr. John W. Winkin Sports Complex,,Bangor,ME,US,44.8011821,-68.7778138,40,America/New_York,,,,open,,3000,,,High,,,,,,,,47.23,,,3995,,,0,,,
england-stadium,England Stadium,,Jacksonville,IL,US,39.7343037,-90.2288356,188,America/Chicago,,,,open,,1468,,,Mid,,,,,,,,54.74,,,5858,,,0,,,
tucci-stadium,Tucci Stadium,,Bloomington,IL,US,40.4797828,-88.9939147,252,America/Chicago,,,,open,,3500,,,Mid,,,,,,,,53.06,,,5859,,,0,,,
butterfield-stadium,Butterfield Stadium,,Ithaca,NY,US,42.4396039,-76.4968019,133,America/New_York,,,,open,,5000,,,High,,,,,,,,51.51,,,5862,,,0,,,
don-shula-stadium-at-wasmer-field,Don Shula Stadium at Wasmer Field,,University Heights,OH,US,41.497831,-81.537346,313,America/New_York,,,,open,,5416,,,High,,,,,,,,51.26,,,5863,,,0,,,
homewood-field,Homewood Field,,Baltimore,MD,US,39.2908816,-76.610759,13,America/New_York,,,,open,,8500,,,High,,,,,,,,57.15,,,5124,,,0,,,
knox-stadium,Knox Stadium,,Huntingdon,PA,US,40.4847959,-78.0102813,199,America/New_York,,,,open,,3000,,,High,,,,,,,,53.76,,,5902,,,0,,,
angell-field,Angell Field,,Kalamazoo,MI,US,42.291707,-85.5872286,239,America/Detroit,,,,open,,2458,,,Mid,,,,,,,,50.55,,,5904,,,0,,,
kean-alumni-stadium,Kean Alumni Stadium,,Union,NJ,US,40.6976019,-74.2632024,33,America/New_York,,,,open,,5300,,,High,,,,,,,,54.88,,,5905,,,0,,,
mcbride-field,McBride Field,,Gambier,OH,US,40.375643,-82.3970994,337,America/New_York,,,,open,,1762,,,High,,,,,,,,52.39,,,5906,,,0,,,
athletic-field-complex,Athletic Field Complex,,La Plume,PA,US,41.5565738,-75.7551655,276,America/New_York,,,,open,,1250,,,High,,,,,,,,50.74,,,7082,,,0,,,
mccarthy-stadium-wilkes-barre,McCarthy Stadium (Wilkes Barre),,Wilkes Barre Township,PA,US,41.23369915,-75.85364179,227,America/New_York,,,,open,,3000,,,High,,,,,,,,51.83,,,5907,,,0,,,
harley-knosher-bowl,Harley Knosher Bowl,,Galesburg,IL,US,40.9475652,-90.3712169,235,America/Chicago,,,,open,,6000,,,Mid,,,,,,,,52.54,,,5908,,,0,,,
ortmayer-stadium,Ortmayer Stadium,,La Verne,CA,US,34.1008426,-117.7678355,327,America/Los_Angeles,,,,open,,2500,,,Low,,,,,,,,63.16,,,5909,,,0,,,
